,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,genre,lyrics,year,youtube_links,url_spotify,Album,artist_image
106,106,106,106,473,kendrick lamar,Humble.,"hip hop, pop rap, rap, west coast rap","Nobody pray for me
It's been that day for me
Waaaaay (yeah, yeah!)

Ayy, I remember syrup sandwiches and crime allowances
Finesse a nigga with some counterfeits, but now I'm countin' this
Parmesan where my accountant lives; in fact, I'm downin' this
D'USS_ with my boo bae tastes like Kool-Aid for the analysts
Girl, I can buy yo' ass the world with my paystub
Ooh, that pussy good, won't you sit it on my taste bloods?
I get way too petty once you let me do the extras
Pull up on your block, then break it down: we playin' Tetris
A.M. to the P.M., P.M. to the A.M., funk
Piss out your per diem, you just gotta hate 'em, funk
If I quit your BM, I still ride Mercedes, funk
If I quit this season, I still be the greatest, funk
My left stroke just went viral
Right stroke put lil' baby in a spiral
Soprano C, we like to keep it on a high note
It's levels to it, you and I know

Bitch, be humble (hol' up, bitch)
Sit down (hol' up, lil', hol' up, lil' bitch)
Be humble (hol' up, bitch)
Sit down (hol' up, sit down, lil', sit down, lil' bitch)
Be humble (hol' up, hol' up)
Bitch, sit down (hol' up, hol' up, lil' bitch)
Be humble (lil' bitch, hol' up, bitch)
Sit down (hol' up, hol' up, hol' up, hol' up)
Be humble (hol' up, hol' up)
Sit down (hol' up, hol' up, lil', hol' up, lil' bitch)
Be humble (hol' up, bitch)
Sit down (hol' up, sit down, lil', sit down, lil' bitch)
Be humble (hol' up, hol' up)
Bitch, sit down (hol' up, hol' up, lil' bitch)
Be humble (lil' bitch, hol' up, bitch)
Sit down (hol' up, hol' up, hol' up, hol' up)

Who dat nigga thinkin' that he frontin' on Man-Man? (Man-Man)
Get the fuck off my stage, I'm the Sandman (Sandman)
Get the fuck off my dick, that ain't right
I make a play fucking up your whole life
I'm so fuckin' sick and tired of the Photoshop
Show me somethin' natural like afro on Richard Pryor
Show me somethin' natural like ass with some stretch marks
Still will take you down right on your mama's couch in Polo socks
Ayy, this shit way too crazy, ayy, you do not amaze me, ayy
I blew cool from AC, ayy, Obama just paged me, ayy
I don't fabricate it, ayy, most of y'all be fakin', ayy
I stay modest 'bout it, ayy, she elaborate it, ayy
This that Grey Poupon, that Evian, that TED Talk, ayy
Watch my soul speak, you let the meds talk, ayy
If I kill a nigga, it won't be the alcohol, ayy
I'm the realest nigga after all

Bitch, be humble (hol' up, bitch)
Sit down (hol' up, lil', hol' up, lil' bitch)
Be humble (hol' up, bitch)
Sit down (hol' up, sit down, lil', sit down, lil' bitch)
Be humble (hol' up, hol' up)
Bitch, sit down (hol' up, hol' up, lil' bitch)
Be humble (lil' bitch, hol' up, bitch)
Sit down (hol' up, hol' up, hol' up, hol' up)
Be humble (hol' up, hol' up)
Sit down (hol' up, hol' up, lil', hol' up, lil' bitch)
Be humble (hol' up, bitch)
Sit down (hol' up, sit down, lil', sit down, lil' bitch)
Be humble (hol' up, hol' up)
Bitch, sit down (hol' up, hol' up, lil' bitch)
Be humble (lil' bitch, hol' up, bitch)
Sit down (hol' up, hol' up, hol' up, hol' up)",2017,https://www.youtube.com/watch?v=tvTRZJ-4EyI,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,
108,108,108,108,475,wham!,Last Christmas,"boy band, dance pop, dance rock, disco, europop, new romantic, new wave, new wave pop, soft rock, synthpop","Last Christmas I gave you my heart
But the very next day you gave it away
This year, to save me from tears
I'll give it to someone special

Last Christmas I gave you my heart
But the very next day you gave it away
This year, to save me from tears
I'll give it to someone special

Once bitten and twice shy
I keep my distance, but you still catch my eye
Tell me baby, do you recognize me?

Well, it's been a year, it doesn't surprise me
""Merry Christmas"" I wrapped it up and sent it
With a note saying ""I love you"", I meant it
Now I know what a fool I've been

But if you kissed me now, I know you'd fool me again
Last Christmas I gave you my heart
But the very next day you gave it away
This year, to save me from tears

I'll give it to someone special
Last Christmas I gave you my heart
But the very next day you gave it away
This year, to save me from tears

I'll give it to someone special
Oooohhhh

Oh oh baby
A crowded room, friends with tired eyes
I'm hiding from you and your soul of ice
My god, I thought you were someone to rely on

Me? I guess I was a shoulder to cry on
A face on a lover with a fire in his heart
A man under cover but you tore me apart
Oh oh now I've found a real love

You'll never fool me again
Last Christmas I gave you my heart
But the very next day you gave it away
This year, to save me from tears

I'll give it to someone special, special
Last Christmas I gave you my heart
But the very next day you gave it away
This year, to save me from tears
I'll give it to someone special
Special
A face on a lover with a fire in his heart (I gave you mine)
A man under cover but you tore him apart
Maybe next year I'll give it to someone
I'll give it to someone special
Special
So long...",2017,https://www.youtube.com/watch?v=E8gmARGvPlI,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,LAST CHRISTMAS,
109,109,109,109,476,camila cabello,Never Be The Same,"dance pop, pop, post-teen pop","Something must've gone wrong in my brain
Got your chemicals all in my veins
Feeling all the highs, feeling all the pain

Let go on the wheel, it's the bullet lane
Now I'm seeing red, not thinking straight
Blurring all the lines, you intoxicate me

Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need
All I need
Yeah, you're all I need

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never be the same

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never ever, ever be the same

I'll never be the same
I'll never be the same
I'll never be the same

Sneaking in L.A. when the lights are low
Off of one touch, I could overdose
You said, ""Stop playing it safe, girl""
""I wanna see you lose control""

Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need
All I need
Yeah, you're all I need

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never be the same

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never ever, ever be the same

I'll never be the same
I'll never be the same
I'll never be the same

You're in my blood
You're in my veins
You're in my head (I blame)
You're in my blood
You're in my veins
You're in my head (I'm sayin')

I'm saying it's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame (You're to blame)
Just one hit of you, I knew I'll never be the same

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never ever, ever be the same",2017,https://www.youtube.com/watch?v=Ph54wQG8ynk,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,Camila,
110,110,110,110,477,big sean,Pull Up N Wreck,"detroit hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music","Southside
Pull up and wreck (yeah), pull up and
If Young Metro don't trust you I'm gone shoot you

Pull up with the spark, hit you in the dark (Woah)
Tear your ass apart when you swim with sharks
I'm in the car like Tony Starks 'cause I'm that smart (Skrrt)
Doing 106 then Park like I'm in my yard (Sideways)
And motherfuck the camera time, I need family time (Yeah)
I need ""go see Uncle John in Atlanta"" time (John)
I'd probably never get, but it's cool to fantasize (It's cool)
Just like I do by old girl and these hands of mine (Woah)
Gripping on the titties, ass, and her thighs (Oh yeah)
Honestly, I'm over her and her lies
Cartier over my eyes while I analyze
(I put the work in, they can't take that away)
Ok, me and Lil Metro, rockin' new retros
Take off your dress, that's the new dress code
Too blessed to stress, that's my manifesto (Bless)
Fuck the professor, I'm too professional

I know some East Side niggas and they love to bang
Know some West Side niggas like to do the same thing
Pull up and wreck, pull up and wreck
Pull up and wreck, pull up and wreck
I know some East Side niggas and they love to bang
Know some West Side niggas like to the same thing
Pull up and wreck, pull up and wreck
Pull up and wreck, we take no disrespect
(Disrespect)

I ain't taking disrespect, lil nigga (Straight up)
Put a couple holes in your neck, lil nigga (God)
Fuck a diss song, get you stressed, lil nigga (21)
Got a shoe string 'round my TEC, lil nigga (Facts)
Got a Mulsanne and a Vet, lil nigga (21)
Brand new Carbon one-five and it's red, dawg (21)
I ain't tryna fuck you, I just want some head, dawg (Ye)
Straight up out the Six and we don't shoot at legs, dawg (Ay)
Zone 6 niggas love to see the white meat (21)
I put codeine all in my ice tea (Red)
Take a nigga bitch and then I make her wifey (Ye)
Take a nigga bitch and then we do the nasty (Yeah)
All these diamonds dripping, now she wanna bite me (Facts)
She broke up with that nigga now he wanna fight me (Ha)
Fox 5 Gang, we don't do no fighting (Gang)
This Glock gon' knock a nigga down like Tyson (Yeah, yeah)

I know some East Side niggas and they love to bang
Know some West Side niggas like to the same thing
Pull up and wreck, pull up and wreck
Pull up and wreck, pull up and wreck
I know some East Side niggas and they love to bang
Know some West Side niggas like to do the same thing
Pull up and wreck, pull up and wreck
Pull up and wreck, we take no disrespect (Disrespect)

How a nigga changed and still stayed a hundred? (Huh)
I ran towards change while ya'll ran from it (Woh)
Ya'll wanna ball, I'm Stan Van Gundy
She wanna hang with me and 'Ye, she know that's good company
I like my skies Carolina blue and white
True one, false move and that could paralyze your life (Brr)
So understand, I'm the overanalyzing type (Type)
Panoramic views while I'm panning out my life (Look up, look up)
And I grew up playing GoldenEye (Damn)
So I'm used to sticking to the mission while they taking shots
When you this high, you disconnect a lot (Yeah)
Sometimes I separate myself to connect the dots (I do)
Only way I'm back is going back home (Home)
I don't drink tap water, but got tap phones (Brr)
Dior on my suit, I'm the troop
Money come around, I'm never out the loop (Loop)
Kiss the bottom of my boot (Yeah, yeah)

I know some East Side niggas and they love to bang
Know some West Side niggas love to the same thing
Pull up and wreck, pull up and wreck
Pull up and wreck, pull up and wreck
I know some East Side niggas and they love to bang
Know some West Side niggas like to do the same thing
Pull up and wreck, pull up and wreck
Pull up and wreck, we take no disrespect
(Disrespect)

I'm talking police in text
Police protection
I heard that you snitch
You got police on text
Pull up and wreck, pull up and wreck
Pull up and wreck, we take no disrespect

Southside
If Young Metro don't trust you I'm gone shoot you",2017,https://www.youtube.com/watch?v=rl0kg9hLS70,,,
111,111,111,111,478,shawn mendes,There's Nothing Holdin' Me Back,"canadian pop, pop, post-teen pop, viral pop","I wanna follow where she goes
I think about her and she knows it
I wanna let her take control
Cause everytime that she gets close, yeah

She pulls me in enough to keep me guessing (Hmm)
And maybe I should stop and start confessing
Confessing, yeah

Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holdin' me back

You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holdin' me back

There's nothing holdin' me back
There's nothing holdin' me back

She says that she's never afraid
Just picture everybody naked
She really doesn't like to wait
Not really into hesitation

Pulls me in enough to keep me guessing, whoa
And maybe I should stop and start confessing
Confessing, yeah

Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holdin' me back

You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holdin' me back

There's nothing holdin' me back

'Cause if we lost our minds and we took it way too far
I know we'd be alright
I know we would be alright

If you were by my side and we stumbled in the dark
I know we'd be alright
I know we would be alright

'Cause if we lost our minds and we took it way too far
I know we'd be alright
I know we would be alright

If you were by my side and we stumbled in the dark
I know we'd be alright
We would be alright

Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holdin' me back

You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holdin' me back (Ouoh)

There's nothing holdin' me back

I feel so free
When you're with me
Baby
Baby, there's nothing holding me back",2017,https://www.youtube.com/watch?v=dT2owtxkU8k,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),
112,112,112,112,479,thomas rhett,Unforgettable,"contemporary country, country, country road, modern country rock","It was the 14th of October
Had that t-shirt off your shoulder
I was drunk, said I was sober
And you said yeah right
We were talkin' for a minute
Then some guy tried to cut in
You took my hand and we pretended
Like I was your guy

Oh, then I tried to guess your middle name
For 30 minutes bet we played that game

That mango-rita you were drinkin'
And that Coldplay song that you were singin'
And I bet right now you're probably thinkin'
That it's crazy I remember every detail, but I do
From your blue jeans to your shoes
Girl, that night was just like you
Unforgettable

We were dancin', we were buzzin'
Takin' shots like it was nothin'
Did the runnin' man, you loved it
Yeah, you laughed out loud
You brushed away your blonde hair
And you kissed me out of nowhere
I can still show you the spot
Where everything went down

Oh, I told you I was gonna marry you
You probably didn't think that it was true

That mango-rita you were drinkin'
And that Coldplay song that you were singin'
And I bet right now you're probably thinkin'
That it's crazy I remember every detail, but I do
I can still smell your perfume
Girl, that night was just like you
Unforgettable

Oh, that night was just like you, baby
I can taste the mango-rita you were drinkin'
And it feels just like it was last weekend
That we jumped in
Right off the deep end

That mango-rita you were drinkin'
And that Coldplay song that you were singin'
And I bet right now you're probably thinkin'
That it's crazy I remember every detail, but I do
I can still smell your perfume
Girl, that night was just like you
Unforgettable

From your blue jeans to your shoes
Girl, that night was just like you
Unforgettable",2017,https://www.youtube.com/watch?v=CTFtOOh47oo,https://open.spotify.com/artist/6x2LnllRG5uGarZMsD4iO8,Life Changes,
113,113,113,113,480,eminem,Untouchable,"detroit hip hop, g funk, hip hop, rap","Hands up, officer don't shoot
Then pull your pants up, promise you won't loot
We may never understand each other, it's no use
We ain't ever gonna grasp what each other goes through

Black boy, black boy, we ain't gonna lie to you
Black boy, black boy, we don't like the sight of you
Pull up on the side of you
Window rolled down, 'profile'
Then we wonder why we see this side of you
Probably comin' from the dope house
We could let you slide but your tail light is blew, out
We know you're hidin' that Heidi Klum
On you another drug charge, homie, it's back inside for you
And just in case a chase might ensue, we got that tried and true
Pistol drew right at you, we'd be delighted to unload it
In your back, then walk up and lay that taser on the side of you
Fucked up, but what the fuck am I to do?
I keep tellin' myself, keep doin' like you're doin'
No matter how many lives you ruin
It's for the red, white and blue
Time to go find a new one and split his head right in two
No one's ever indicted you

Why? 'Cause you're a...

White boy, white boy, you're a rockstar
My momma talkin' to me, tryna tell me how to live
White boy, white boy, in your cop car
But I don't listen to her, 'cause my head is like a sieve
White boy, white boy, you're untouchable

The world's coming to an end, I don't even care
Nobody can tell me shit 'cause I'm a big rockstar

Black boy, black boy, we don't get your culture and
We don't care what our government's done to fuck you over, man
Don't tell us your attitude's a result of that
Balderdash, where'd you get the chip on your shoulder at?
Why you kicking that soda can?
Pull your pants up, we 'bout to roll up and
Throw your ass in the van cuffed
You don't have to know our plans or what our intentions are
Our cards are close to our chest, you better show your hands
And put our minds more at ease
Or get shot in the thyroid, comply or die, boy
We're fightin' a crime war, here come the swine
Tryna clean up the streets from all these minorities
That's what we call 'em pigsties for
They're like eyesores to police
Talk to you like just a piece of trash
Feels like we're stuck in a time warp to me
As I kick these facts and get these mixed reactions
As this beat backspins, it's like we're drifting back in
To the sixties, having black skin is risky
'Cause this keeps happening
Throughout history

African-Americans have been treated like shit

And I admit
There have been times where it's been embarrassin' to be a...

White boy, white boy, you're a rockstar

My momma talkin' to me, tryna tell me how to live

White boy, white boy, in your cop car

But I don't listen to her, 'cause my head is like a sieve

White boy, white boy, you're untouchable
The world's coming to an end, I don't even care
Nobody can tell me shit 'cause I'm a big rockstar

Seems like the average lifespan of a white man

Is more than twice than a black life span

I wonder sometimes if it has a price scanner
I feel like checking out on life, can't escape this circumstance
I'd rather hear 'em say ""Die N-word"" than Die Antwoord
Ninja, now it's better disguised banter
But that's life, strapped 'cause we're strapped financially
And can't find answers
We're applying, but McDonald's
Seems to be the only franchise that'll hire
So how can we have higher standards?
As Dallas overshadows the battle for Black Lives Matter
We fight back with violence but acts like that are
Black eyes on the movement
Which makes black lives madder
At cops and cops madder
That's why it's at a stalemate
Can't arrive at a compromise so it's Black Ops
I wonder if we hire more black cops, the crap stops
The block is our backyards, officers, not the crack spot
Call the attack dogs off of us, man
You always act all pissed off at us at a traffic stop
And bad cops fuck it up for the good cops, and man, stop
Sendin' white cops in the black neighborhoods
Who ain't acclimated to 'em, like that's the way to do it
Who seen some fuckin' videos of rappers waving guns
And know nobody black so they act afraid of us
And that's racism, the fear that a black face gives 'em
A subconscious racist
Wait, why are there black neighborhoods?
'Cause America segregated us, designated us to an area
Separated us, Section-Eight'd us
When we tear it up's the only time attention's paid to us
And education sucks, and every day's another
Freddie Gray for us, a levy breaks or fuzz

Why is it they treat us like dryer lint?
We just want a safe environment for our kids
But can't escape the sirens
Don't take a scientist to see our violent nature lies in
The poverty that we face so the crime rate's the highest in
The lowest classes, it's like a razor wire fence
And we're trapped in these racial biases
That plague our society which makes our anxiety levels raise
Every time we see a devil's face
Lions, tigers, and bears, oh my
It's more like billy clubs and gats
And we really love it when you think we're guilty cause we're black
""But you kill each other, facts
You peel each other's caps, for silly stuff like hats""
Single mother strugglin' through substance abuse
While people with nothin' to lose shoot each other for shoes
Fuck your Republican views
Pull ourselves up by our bootstraps, where the fuck are the boots?
And streets act as a narrator, don't gotta read comics
Or be that into characters, just to see that, just to be black
You better be strapped with a derringer
Or be ""capped in America"" like Steve Rogers
'Cause no one oversees these cops and
All we see is 'em beat charges
We done seen 'em beat Rodney King unconscious, and got off
So we don't need all you crooked police officers' peace offerings
Just keep marchin', 'til we reach congress
But they're gonna say you're tryin' to take an irrational stance
If you try to slander the flag but
Somebody has to be the sacrificial lamb
So they call it a Kaepernick tantrum
If you don't stand for the national anthem
We raise it, you better praise it
Or you'll be made to feel like a traitor, we'll
Treat you like Rodney Dangerfield
Home of the brave is still racist 'ville
So this whole nation feels like a plantation field
In a country that claims that its foundation was based on
United States ideals that had its Natives killed
Got you singin' this star-spangled spiel
To a piece of cloth that represents the ""Land of the Free""
That made people slaves to build",2017,https://www.youtube.com/watch?v=5e3rKInegeU,,,
114,114,114,114,481,nav,Wanted You,"canadian hip hop, pop, rap, southern hip hop, trap music","Where you at?
At my house
Let me see that ass
What you say?
I said ""let me see that ass""
That ass
Oh, you on some naked shit
Hahaha
I'm on my way
Stop lyin'
I'm on my way, bye

I'm ashamed of all the things that I was doing for you
Should've known that all these girls the same and they ain't loyal
She a freak, took her to Nobu, on a beach (yeah)
Just to eat, Louboutins all on her feet (yeah)
Where you get the money for them shoes, girl?
You hit me on my DM like a fangirl (whoa, whoa)
Did you want me or did you want these bands, girl? (whoa, whoa)
Now I know you just another Instagram girl (whoa, whoa)
She almost made me think that all she want is me (yeah)
I hit the club and she the first one that I see
Said that she there because she know promoters in the club (yeah)

Come to find out that my homeboy hit her up (whoa, whoa, whoa)

All this ice, I need a freezer, mhm
Whip it up, egg beater, mhm
Whipping up two-seaters
Said she love me, don't believe her, mhm
Can't be mediocre, mhm
Twenty on her choker, mhm
Fuck her, I don't know her, yeah
Give me face, like poker
Whoa, can't believe I wanted you
Whoa, I can't believe I wanted you, yeah

Girl, I can't believe I wanted you
Girl, I can't believe I wanted you

No, no, no, no, I don't need you (I don't need you)
No, no, no, no, I don't need you (I don't need you)
Man, I swear these girls are see-through (translucent)
Stevie Wonder, I can't see you (can't do this)
She so hurt, I'm so irked, she get on my nerve (what?)
My head hurt, matter fact, kick her to the curb (bye-bye)
Found out that she with him, like this verse, get murked (huh?)
My chopper, eagle dispersed, yeah, probably die before it hurt, aye
Cartier lens, I'm on lurk, uh, twenty-thousand for a fur, ooh (yeah)
What would she do for a purse? (huh?
) She said she'll give me a Perc' (thirty)
My new bitch better, so I cannot sweat her,
don't talk to that girl, that's a curve (now what)
Speakin' of sweater,

my neck is so frozen it looking just like an iceberg

All this ice I need a freezer, mhm
Whip it up, egg beater, mhm
Whipping up two-seaters
Said she love me, don't believe her, mhm
Can't be mediocre, mhm
Twenty on her choker, mhm
Fuck her, I don't know her, yeah
Give me face, like poker
Whoa, can't believe I wanted you
Whoa, I can't believe I wanted you, yeah

Girl, I can't believe I wanted you
Girl, I can't believe I wanted you

Uzi they, used to make, fun of you (dress it up)
Yeah, all my hundreds blue
Whoa, little bitch, I'm done with you (I'm done with you)
Hit it from the back while Uzi stand in front of you (yeah)
23, but I had her when I was 22 (what?)
I can't wife that girl, she fucked like twenty dudes (brown boy)
You can't get a kiss, can't get caught tounging you (Lil Uzi)
I got lots of girls, no, there ain't just one of you (that true)
Off-White on my Prestos,
all these girls I'm running through (I'm running through it)
I can't text her back,

these Franklins what I'm thumbing through (blue hunnos)
Fuck a finger in that bitch, I use a thumb or two (yeah)
Made her number one and you ain't even number two

All this ice I need a freezer, mhm
Whip it up, egg beater, mhm
Whipping up two-seaters (skrrt, skrrt)
Said she love me, don't believe her, mhm
Can't be mediocre, mhm
Twenty on her choker, mhm
Fuck her, I don't know her, yeah
Give me face, like poker
Whoa, can't believe I wanted you
Whoa, I can't believe I wanted you, yeah
Girl, I can't believe I wanted you
Girl, I can't believe I wanted you",2017,https://www.youtube.com/watch?v=k5DHv-56HwU,,,
115,115,115,115,482,luke combs,When It Rains It Pours,"contemporary country, country road","Sunday morning, man,
she woke up fighting mad
Bitching and moaning on and on 'bout the time I had
And by Tuesday, you could say that girl was good as gone
Then when Thursday came around,
I was all alone

So I went for a drive to clear my mind,
ended up at a Shell on I-65

Then I won a hundred bucks on a scratch off ticket
Bought two twelve packs and a tank of gas with it
She swore they were a waist of time,
oh, but she was wrong
I was caller number 5 on a radio station,
won a 4-day, 3-night, beach vacation
Deep sea, senorita,
fishing down in Panama
And I ain't gotta see my ex future mother-in-law anymore
Oh lord, when it rains it pours
When it rains it pours

Now she was sure real quick to up and apologize
When she heard about my new found luck on that FM dial
And it's crazy how this now just seems to come in when
What I thought was gonna be the death of me was my saving grace

It's got me thinking that her leaving is the only logical reason

That I got the last spot in the Hooter's parking lot
And the waitress left her number on my check with a heart
She picked up on the first ring when I gave her a call
And I only spent five bucks at the Moose Club Raffle
Won a used four-wheeler and three free passes
For me and two of my buddies to play a round of golf
And I ain't gotta see my ex future mother-in-law anymore
Oh lord, when it rains it pours
When it rains it pours

Well I've been on a hell of a redneck road for three weeks now
And it all started on the day that she walked out

Then I won a hundred bucks on a scratch off ticket
Bought two twelve packs and a tank of gas with it
She swore they were a waist of time, oh, but she was wrong
I was caller number 5 on a radio station, won a 4-day, 3-night, beach vacation
Deep sea, senorita, fishing down in Panama
And I ain't gotta see my ex future mother-in-law anymore
Oh lord, when it rains it pours
When it rains it pours",2017,https://www.youtube.com/watch?v=uXyxFMbqKYA,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS,This One's for You,
116,116,116,116,483,tank,When We,"deep pop r&b, indie r&b, r&b, urban contemporary","When we
When we
Mmm
When we
Go

I like it when you lose it
I like it when you go there
I like the way you use it
I like that you donÈt play fair
Recipe for a disaster
When IÈm just tryÈna take my time
Stroke is gettin deep and faster
Screamin' like IÈm outta line

Who came to make sweet love? Not me
Who came to kiss and hug? Not me
Who came to beat it up? Rocky
And don't use those hands to put up that gate and stop me


When we fuck
When we fuck
When we fuck
When we fuck
I could be aggressive (I could be aggressive)
I can be a savage (I can be a savage)
I just need your blessin (I just need your blessin)
Say that I can have it, yeah
When we fuck
When we fuck
 

You love it when I lose it
You love it when I go there
You love the way I use it
You love that I donÈt play fair
You end up callin me master (master)
Say this universe is mine
When weÈre done itÈs a disaster
End up like this every time

Who came to make sweet love? Not me
Who came to kiss and hug? Not me
Who came to beat it up? Rocky
And don't use those hands to put up that gate and stop me


When we fuck
When we fuck
When we fuck
When we fuck
I could be aggressive (I could be aggressive)
I can be a savage (I can be a savage)
I just need your blessin (I just need your blessin)
Say that I can have it, yeah
When we fuck
When we fuck
 

Face down, ass up
Back, back, back it up
Lemme get both of them legs
And put em both behind your head
This shit is gettin deep, deep up in there
Feel your legs gettin weak up in here
Get a face full of that gushy, IÈm close baby donÈt push me, this is how it always should be when...

When we fuck
When we fuck
When we fuck
When we fuck
I could be aggressive (I could be aggressive)
I can be a savage (I can be a savage)
I just need your blessin (I just need your blessin)
Say that I can have it, yeah
When we fuck
When we fuck",2017,https://www.youtube.com/watch?v=QRF9TgkBCjc,,,
117,117,117,117,484,post malone,Congratulations,"pop, rap","Mm-mmm
Yeah, yeah
Mm-mmm
Yeah

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say congratulations
Worked so hard, forgot how to vacation
They ain't never had the dedication
People hatin', say we changed and look, we made it
Yeah, we made it

They was never friendly, yeah
Now I'm jumping out the Bentley, yeah
And I know I sound dramatic, yeah
But I know I had to have it, yeah
For the money, I'm a savage, yeah
I be itching like a addict, yeah
I'm surrounded, twenty bad bitches, yeah
But they didn't know me last year, yeah
Everyone wanna act like they important
(Yeah, yeah, yeah, yeah, yeah, yeah)
But all that mean nothing when I saw my dog
(Yeah, yeah, yeah, yeah, yeah, yeah)
Everyone counting on me, drop the ball
(Yeah, yeah, yeah, yeah, yeah, yeah)
Everything costing like I'm at the bottom, yeah, yeah
If you fuck with winning, put your lighters to the sky
How could I make sense when I got millions on my mind?
Coming with that bullshit, I just put it to the side
Balling since a baby, they could see it in my eyes

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say congratulations
Worked so hard, forgot how to vacation
They ain't never had the dedication
People hatin', say we changed and look we made it
Yeah, we made it

I was patient, yeah, oh
I was patient, aye, oh
Now I can scream that we made it
Now everyone, everywhere I go, they say 'gratulations
Young nigga, young nigga, graduation
I pick up the rock and I ball, baby
I'm looking for someone to call, baby
But right now, I got a situation
Nothing but old Ben-Ben Franklins
Big rings, champagne
My life is like a ball game
But instead, I'm in the trap though
Pot so big, call it Super Bowl
Super Bowl, call the hoes, get in the Rolls
Top-floor lifestyle, Huncho and Post
Malone, I got a play on my phone, aye
You know what I'm on, aye
Huncho Houdini is gone, aye

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say congratulations
Worked so hard, forgot how to vacation
They ain't never had the dedication
People hatin', say we changed and look we made it
Yeah, we made it

Hey, hey
Hey, hey
Hey, hey
Hey, hey",2017,https://www.youtube.com/watch?v=SC4xMk98Pdc,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60,Stoney (Deluxe),https://i.scdn.co/image/ab6761610000e5eb6be070445b03e0b63147c2c1
